Year,Position,Song Title,Artist,Artist Type,Artist Gender,Genres,mapped_genres,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,purity,degradation
1960,19,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,Person,Male,"['pop', 'pop rock', 'teen pop', 'bubblegum pop']","Pop,Rock",0.08341693133115768,0.29321232438087463,0.2307967245578766,0.07377563416957855,0.25307485461235046,0.11423663049936295,0.18883100152015686,0.45553600788116455,0.05900895968079567,0.19992737472057343
1960,21,Where or When,Dion and the Belmonts,Collab,Male,"['folk rock', 'doo-wop', 'pop', 'pop rock', 'baroque pop', 'rock & roll']","Folk,Pop,Rock",0.07484710961580276,0.11261579394340515,0.20360414683818817,0.03446664661169052,0.23053063452243805,0.11155863851308823,0.13965976238250732,0.12271779030561447,0.054958805441856384,0.06644971668720245
1960,22,Sixteen Reasons,Connie Stevens,Person,Female,['deep adult standards'],Deep adult standards,0.8208684921264648,0.05546707659959793,0.1787155717611313,0.04959263280034065,0.4537089169025421,0.16296930611133575,0.1309705376625061,0.10094427317380905,0.09655676037073135,0.09955418109893799
1960,23,Puppy Love,Paul Anka,Person,Male,['jazz'],Jazz,0.7904880046844482,0.24725808203220367,0.6845289468765259,0.10610908269882202,0.3716931641101837,0.19035957753658295,0.17448113858699799,0.1963033825159073,0.09643513709306717,0.06687542051076889
1960,26,Save the Last Dance for Me,The Drifters,Group,Male,['soul'],Soul/Funk,0.8727039098739624,0.07336554676294327,0.20034803450107574,0.039378032088279724,0.5507639646530151,0.10752168297767639,0.14778636395931244,0.11910225450992584,0.07860933989286423,0.07458596676588058
1960,27,Baby (You've Got What It Takes),Dinah Washington & Brook Benton,Collab,Mix,"['blues', 'vocal jazz', 'jazz']","Jazz,Blues",0.46177777647972107,0.17716044187545776,0.2957519292831421,0.09713058918714523,0.3876652717590332,0.10317033529281616,0.15142208337783813,0.13189151883125305,0.06850167363882065,0.07042647898197174
1960,28,Sink the Bismarck,Johnny Horton,Person,Male,['country'],Country,0.10220880061388016,0.7439010739326477,0.2529008686542511,0.1610332578420639,0.25787222385406494,0.1669079065322876,0.33594509959220886,0.4100613594055176,0.07490147650241852,0.41157642006874084
1960,29,Chain Gang,Sam Cooke,Person,Male,"['gospel', 'soul']","Religious,Soul/Funk",0.09236472100019455,0.17156359553337097,0.25819334387779236,0.05391266569495201,0.2854349613189697,0.10010647773742676,0.23875214159488678,0.20419925451278687,0.0708971619606018,0.10065321624279022
1960,30,Let It Be Me,The Everly Brothers,Group,Male,"['rockabilly', 'rock & roll']",Rock,0.8275699615478516,0.07879596203565598,0.18452110886573792,0.05001497641205788,0.5849409699440002,0.17222367227077484,0.12078871577978134,0.09381844103336334,0.41142258048057556,0.06765613704919815
1960,31,Good Timin',Jimmy Jones,Person,Male,"['doo-wop', 'rhythm and blues', 'rock-and-roll']","Blues,Rock",0.08072967827320099,0.5541162490844727,0.36380699276924133,0.12716443836688995,0.3429546058177948,0.1162373274564743,0.3163510262966156,0.24955123662948608,0.056442324072122574,0.2014995664358139
1960,32,Beyond the Sea,Bobby Darin,Person,Male,"['traditional pop', 'pop', 'standards', 'teen pop', 'rock & roll']","Pop,Rock",0.6142723560333252,0.10318959504365921,0.18681815266609192,0.039592351764440536,0.5848763585090637,0.1176799088716507,0.3408127427101135,0.11947543174028397,0.06797885149717331,0.10437669605016708
1960,33,"Go, Jimmy, Go",Jimmy Clanton,Person,Male,"['swamp pop', 'rhythm and blues']","Pop,Blues",0.17917689681053162,0.15685822069644928,0.21861112117767334,0.06123040243983269,0.3173237442970276,0.12366724014282227,0.2082376480102539,0.3163238763809204,0.06623867154121399,0.11976402997970581
1960,34,Night,Jackie Wilson,Person,Male,['soul'],Soul/Funk,0.4725511968135834,0.06784497201442719,0.17386484146118164,0.04549799859523773,0.27640557289123535,0.1627800613641739,0.10972809046506882,0.11930147558450699,0.1234365850687027,0.08896327763795853
1960,35,Burning Bridges,Jack Scott,Person,Male,"['rockabilly', 'rock and roll']",Rock,0.1573823094367981,0.5636924505233765,0.18592461943626404,0.16318224370479584,0.30269432067871094,0.6023763418197632,0.12030307203531265,0.1823924481868744,0.06516339629888535,0.35563644766807556
1960,36,The Big Hurt,Toni Fisher,Person,Female,['deep adult standards'],Deep adult standards,0.2745532691478729,0.9165457487106323,0.18557563424110413,0.09401402622461319,0.17529615759849548,0.15605589747428894,0.13374119997024536,0.12885603308677673,0.050292614847421646,0.12777946889400482
1960,37,Because They're Young,Duane Eddy,Person,Male,"['rock-and-roll', 'rockabilly', 'surf music']",Rock,0.5178001523017883,0.049649015069007874,0.2387746423482895,0.027654290199279785,0.402876615524292,0.10669716447591782,0.13247837126255035,0.11246415972709656,0.08031462877988815,0.06943779438734055
1960,38,Lonely Blue Boy,Conway Twitty,Person,Male,['country'],Country,0.24941904842853546,0.889157772064209,0.17543303966522217,0.08661982417106628,0.3590736985206604,0.3008059859275818,0.12470998615026474,0.17600883543491364,0.054785970598459244,0.17551544308662415
1960,39,Pretty Blue Eyes,Steve Lawrence,Person,Male,"['adult standards', 'easy listening']",Adult standards,0.593385636806488,0.06427092850208282,0.18383929133415222,0.03798997402191162,0.3871837854385376,0.2528035640716553,0.12424740195274353,0.09766272455453873,0.09252654016017914,0.08903081715106964
1960,40,Way Down Yonder in New Orleans,Freddy Cannon,Person,Male,"['classic garage rock', 'doo-wop', 'merseybeat', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'surf music']","Classical,Blues,Rock",0.25900575518608093,0.11509404331445694,0.3742994964122772,0.03713754937052727,0.20327365398406982,0.10170436650514603,0.14926941692829132,0.16325967013835907,0.23979789018630981,0.1593000292778015
1960,41,Paper Roses,Anita Bryant,Person,Female,['pop music'],Pop,0.5700341463088989,0.06633713841438293,0.2238951474428177,0.3203762471675873,0.23477523028850555,0.46853700280189514,0.11043261736631393,0.14334073662757874,0.15472568571567535,0.11755966395139694
1960,43,I Want to Be Wanted,Brenda Lee,Person,Female,"['pop', 'country']","Pop,Country",0.7111928462982178,0.10068570077419281,0.22237467765808105,0.03749699890613556,0.336974561214447,0.1562713235616684,0.11300019174814224,0.09901081025600433,0.06298141181468964,0.05942854285240173
1960,45,Cradle of Love,Johnny Preston,Person,Male,['traditional pop music'],Pop,0.14823229610919952,0.1622319370508194,0.18606814742088318,0.03391217440366745,0.23669561743736267,0.163080632686615,0.23986130952835083,0.20373666286468506,0.07723664492368698,0.13861387968063354
1960,46,You Got What It Takes,Marv Johnson,Person,Male,"['motown', 'rhythm and blues']",Blues,0.2911403477191925,0.11362703889608383,0.3577083349227905,0.044784046709537506,0.2974715232849121,0.10956404358148575,0.14160558581352234,0.14810816943645477,0.163652703166008,0.08685040473937988
1960,47,"Please Help Me, I'm Falling",Hank Locklin,Person,Male,['country music'],Country,0.7390371561050415,0.3073013722896576,0.18947331607341766,0.16608017683029175,0.5675464868545532,0.23295727372169495,0.15173736214637756,0.18511275947093964,0.18676382303237915,0.24153970181941986
1960,49,Finger Poppin' Time,Hank Ballard & The Midnighters,Collab,Male,"['doo-wop', 'rhythm and blues']",Blues,0.08052068203687668,0.04063339903950691,0.1760011464357376,0.036358099430799484,0.2198171615600586,0.08233252167701721,0.13363736867904663,0.10165411233901978,0.06698516011238098,0.05363284796476364
1960,50,Harbor Lights,The Platters,Group,Mix,"['pop soul', 'traditional pop', 'doo-wop', 'pop', 'rhythm & blues']","Pop,Blues,Soul/Funk",0.5276662111282349,0.22900041937828064,0.19942274689674377,0.5720171332359314,0.2537337839603424,0.46635907888412476,0.14225903153419495,0.33798232674598694,0.07303457707166672,0.1113932877779007
1960,51,Let the Little Girl Dance,Billy Bland,Person,Male,['deep adult standards'],Deep adult standards,0.15678785741329193,0.07748879492282867,0.22832028567790985,0.028159167617559433,0.3471209704875946,0.0986473560333252,0.1899661421775818,0.14033637940883636,0.07841824740171432,0.07688188552856445
1960,52,He'll Have to Stay,Jeanne Black,Person,Female,['deep adult standards'],Deep adult standards,0.7109951972961426,0.8221583366394043,0.2674446702003479,0.30535459518432617,0.570114016532898,0.5242238640785217,0.11775388568639755,0.1334397941827774,0.07281190901994705,0.08593245595693588
1960,53,Theme from The Apartment,Ferrante & Teicher,Collab,Male,['easy listening'],Easy listening,0.12572216987609863,0.5577220916748047,0.23504577577114105,0.11594310402870178,0.4031381607055664,0.16569283604621887,0.22156427800655365,0.32289958000183105,0.06421157717704773,0.4438167214393616
1960,54,Volare,Bobby Rydell,Person,Male,"['adult standards', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rock-and-roll']","Pop,Rock",0.17908458411693573,0.08591374009847641,0.2032071053981781,0.18211784958839417,0.3758746385574341,0.13157878816127777,0.20042479038238525,0.47103437781333923,0.06420409679412842,0.1602809727191925
1960,56,The Village of St. Bernadette,Andy Williams,Person,Male,['traditional pop music'],Pop,0.17343352735042572,0.042216572910547256,0.1769486516714096,0.03559546545147896,0.32360100746154785,0.09559402614831924,0.22897277772426605,0.12223941087722778,0.6967334151268005,0.12019174546003342
1960,58,The Old Lamp-Lighter,The Browns,Group,Mix,"['nashville sound', 'vocal harmony group']",Nashville sound,0.24504150450229645,0.09023462235927582,0.19802534580230713,0.03441881388425827,0.3218689560890198,0.1329892873764038,0.18249745666980743,0.1334785670042038,0.07001519948244095,0.11443153768777847
1960,59,Devil or Angel,Bobby Vee,Person,Male,"['pop music', 'rock and roll']","Pop,Rock",0.5424858331680298,0.053490981459617615,0.1855880469083786,0.03838655725121498,0.36125367879867554,0.12283237278461456,0.1569298505783081,0.11745671182870865,0.4351958930492401,0.08783981204032898
1960,60,Down by the Station,The Four Preps,Group,Male,"['doo-wop', 'vocal harmony group']",Doo-wop,0.1674322634935379,0.28173911571502686,0.23336781561374664,0.12416750937700272,0.4030015170574188,0.23737174272537231,0.16604217886924744,0.18947723507881165,0.06132517755031586,0.1014137789607048
1960,63,Kiddio,Brook Benton,Person,Male,"['rhythm and blues', 'southern soul']","Blues,Soul/Funk",0.6662219762802124,0.18461918830871582,0.1923944503068924,0.0426817424595356,0.366519957780838,0.15320459008216858,0.14674386382102966,0.16986465454101562,0.06400322169065475,0.09674105793237686
1960,64,Mission Bell,Donnie Brooks,Person,Male,['deep adult standards'],Deep adult standards,0.7742191553115845,0.044404078274965286,0.1811387538909912,0.03966200724244118,0.3763364851474762,0.18053950369358063,0.2491436004638672,0.08944141864776611,0.5208153128623962,0.07182539999485016
1960,65,I Love the Way You Love,Marv Johnson,Person,Male,"['motown', 'rhythm and blues']",Blues,0.8500093817710876,0.693743884563446,0.22885163128376007,0.03711766004562378,0.49008479714393616,0.13160640001296997,0.16255097091197968,0.11007165163755417,0.059793636202812195,0.07176239043474197
1960,66,It's Time to Cry,Paul Anka,Person,Male,['jazz'],Jazz,0.459477037191391,0.6681261658668518,0.19250938296318054,0.16390645503997803,0.3732975721359253,0.2965303659439087,0.10253510624170303,0.1985730081796646,0.059324730187654495,0.08839306980371475
1960,67,Tell Laura I Love Her,Ray Peterson,Person,Male,['deep adult standards'],Deep adult standards,0.4982070028781891,0.5902236700057983,0.23319607973098755,0.0916275754570961,0.4346219003200531,0.3282289206981659,0.22537341713905334,0.12140083312988281,0.14335539937019348,0.2979164123535156
1960,68,Mama,Connie Francis,Person,Female,['pop'],Pop,0.7145726680755615,0.05913633108139038,0.1804678738117218,0.049634549766778946,0.580676257610321,0.1704048067331314,0.18206514418125153,0.08581714332103729,0.1503535956144333,0.07249077409505844
1960,69,Footsteps,Steve Lawrence,Person,Male,"['adult standards', 'easy listening']",Adult standards,0.31889790296554565,0.08644647151231766,0.1748201996088028,0.05783335492014885,0.25472888350486755,0.2622919976711273,0.21951386332511902,0.13277047872543335,0.09150072932243347,0.17797745764255524
1960,71,That's All You Gotta Do,Brenda Lee,Person,Female,"['pop', 'country']","Pop,Country",0.8895390033721924,0.20488813519477844,0.1858500987291336,0.04947574436664581,0.482820600271225,0.12355305254459381,0.12505517899990082,0.09704703092575073,0.09154804795980453,0.08599285036325455
1960,72,Walking to New Orleans,Fats Domino,Person,Male,"['rhythm & blues', 'new orleans r&b']","Blues,R&b",0.1914503276348114,0.5047785639762878,0.1973113715648651,0.06279386579990387,0.3584429621696472,0.10001478344202042,0.17264392971992493,0.16329458355903625,0.05598487704992294,0.17291149497032166
1960,73,Among My Souvenirs,Connie Francis,Person,Female,['pop'],Pop,0.2134454995393753,0.5902900099754333,0.18833975493907928,0.3921676278114319,0.17710940539836884,0.21359683573246002,0.1107877716422081,0.11445524543523788,0.06481436640024185,0.10114242881536484
1960,74,Swingin' School,Bobby Rydell,Person,Male,"['adult standards', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rock-and-roll']","Pop,Rock",0.18934693932533264,0.08444557338953018,0.200558602809906,0.04083921015262604,0.4448358714580536,0.08511273562908173,0.19863498210906982,0.1100480854511261,0.0580204501748085,0.07743147760629654
1960,75,A Rockin' Good Way (to Mess Around and Fall in Love),Dinah Washington & Brook Benton,Collab,Mix,"['blues', 'vocal jazz', 'jazz']","Jazz,Blues",0.8420554995536804,0.11659523099660873,0.1792335957288742,0.03931799158453941,0.36383652687072754,0.1651747077703476,0.1507759541273117,0.11251825094223022,0.08899309486150742,0.07284001260995865
1960,77,My Home Town,Paul Anka,Person,Male,['jazz'],Jazz,0.24199219048023224,0.060961026698350906,0.21357883512973785,0.029683539643883705,0.2550686001777649,0.13515880703926086,0.18794897198677063,0.12074987590312958,0.07660011202096939,0.06664898246526718
1960,78,Georgia on My Mind,Ray Charles,Person,Male,"['blues', 'jazz', 'soul']","Jazz,Blues,Soul/Funk",0.7137616276741028,0.08143246918916702,0.17300504446029663,0.041888296604156494,0.27123022079467773,0.11423155665397644,0.1606617271900177,0.1263597011566162,0.1778409481048584,0.08187871426343918
1960,80,Wonderful World,Sam Cooke,Person,Male,"['gospel', 'soul']","Religious,Soul/Funk",0.4390348792076111,0.06702698767185211,0.23956601321697235,0.029017142951488495,0.39697200059890747,0.10166909545660019,0.35720986127853394,0.11426756531000137,0.07131911814212799,0.08362498879432678
1960,82,Lady Luck,Lloyd Price,Person,Male,['new orleans r&b'],R&b,0.2796652615070343,0.09023023396730423,0.21048882603645325,0.19972406327724457,0.23342327773571014,0.1631317287683487,0.12231264263391495,0.1962544023990631,0.04968509450554848,0.19696402549743652
1960,83,Step by Step,The Crests,Group,Male,"['doo-wop', 'rhythm and blues']",Blues,0.5540841817855835,0.0774296447634697,0.1918947547674179,0.04756586253643036,0.5044749975204468,0.28360211849212646,0.13394300639629364,0.09434743225574493,0.41729891300201416,0.06770750135183334
1960,84,Happy-Go-Lucky Me,Paul Evans,Person,Male,"['pop music', 'country music']","Pop,Country",0.09151411056518555,0.06550559401512146,0.23611806333065033,0.03070077858865261,0.2576439380645752,0.09054780006408691,0.13992691040039062,0.13978952169418335,0.07135297358036041,0.09228645265102386
1960,85,Young Emotions,Ricky Nelson,Person,Male,"['adult standards', 'doo-wop', 'rock-and-roll', 'rockabilly']",Rock,0.5069801211357117,0.44401276111602783,0.18930962681770325,0.03665319085121155,0.6074205636978149,0.10269111394882202,0.11989442259073257,0.10696535557508469,0.059072647243738174,0.12349185347557068
1960,86,Dreamin',Johnny Burnette,Person,Male,['rockabilly'],Rockabilly,0.7619125247001648,0.10065365582704544,0.1845293641090393,0.03160727024078369,0.4157990515232086,0.11282656341791153,0.11878159642219543,0.09963355958461761,0.07789687067270279,0.05566735938191414
1960,87,Poetry in Motion,Johnny Tillotson,Person,Male,"['pop music', 'country music']","Pop,Country",0.6820664405822754,0.1121869757771492,0.20037132501602173,0.03474888950586319,0.39004868268966675,0.09862849116325378,0.18159928917884827,0.14548976719379425,0.11866436153650284,0.13728290796279907
1960,88,O Dio Mio,Annette Funicello,Person,Female,['brill building pop'],Pop,0.8593446612358093,0.07733314484357834,0.18278439342975616,0.04934776574373245,0.525077760219574,0.12862209975719452,0.21039043366909027,0.08930850028991699,0.6175078749656677,0.07235927879810333
1960,89,You Talk Too Much,Joe Jones,Person,Male,"['bebop', 'hard bop', 'jazz drums']",Jazz,0.1887814700603485,0.5436627268791199,0.22762644290924072,0.06869462877511978,0.19457964599132538,0.13103903830051422,0.24368694424629211,0.40652865171432495,0.08226452767848969,0.6247056722640991
1960,90,Beatnik Fly,Johnny and the Hurricanes,Group,Male,"['rock-and-roll', 'rockabilly']",Rock,0.033031392842531204,0.14766426384449005,0.20858845114707947,0.03833825886249542,0.22078119218349457,0.09895678609609604,0.23183377087116241,0.37354880571365356,0.06304889917373657,0.2968972325325012
1960,91,When Will I Be Loved,The Everly Brothers,Group,Male,"['rockabilly', 'rock & roll']",Rock,0.122895747423172,0.5976272821426392,0.374223917722702,0.9280875325202942,0.28066906332969666,0.5424762964248657,0.10413569957017899,0.23187144100666046,0.048564765602350235,0.08125638961791992
1960,92,Let's Think About Living,Bob Luman,Person,Male,['rockabilly'],Rockabilly,0.34223946928977966,0.92475825548172,0.23752285540103912,0.05441614240407944,0.338335245847702,0.13696376979351044,0.1748758852481842,0.2972603738307953,0.05105995759367943,0.3374961316585541
1960,93,Heartaches by the Number,Guy Mitchell,Person,Male,['deep adult standards'],Deep adult standards,0.25869685411453247,0.9033005237579346,0.20884262025356293,0.5434452891349792,0.2637217342853546,0.5309979319572449,0.12119542062282562,0.18220940232276917,0.04623280093073845,0.07705268263816833
1960,95,Doggin' Around,Jackie Wilson,Person,Male,['soul'],Soul/Funk,0.4512909948825836,0.5044642686843872,0.17317664623260498,0.08317335695028305,0.3042765259742737,0.12709133327007294,0.16078978776931763,0.35689979791641235,0.050120383501052856,0.10023797303438187
1960,96,Little Bitty Girl,Bobby Rydell,Person,Male,"['rock and roll', 'traditional pop music']","Pop,Rock",0.7108343839645386,0.06481030583381653,0.22847481071949005,0.031043361872434616,0.3311815857887268,0.14750038087368011,0.14036329090595245,0.10185185074806213,0.06312724202871323,0.06842091679573059
1960,97,Money (That's What I Want),Barrett Strong,Person,Male,"['rhythm & blues', 'soul']","Blues,Soul/Funk",0.7538413405418396,0.08823619782924652,0.69047611951828,0.16452154517173767,0.32726556062698364,0.09956850111484528,0.1415967345237732,0.11715367436408997,0.0581674799323082,0.05453714728355408
1960,99,Lonely Weekends,Charlie Rich,Person,Male,"['rockabilly', 'traditional country']",Country,0.5627401471138,0.15857483446598053,0.19358432292938232,0.040644414722919464,0.3949328660964966,0.2932462990283966,0.11056657135486603,0.11009939014911652,0.0521216057240963,0.0637805163860321
1960,100,Sandy,Larry Hall,Person,Male,['instrumental worship'],Instrumental worship,0.8265194296836853,0.06020459532737732,0.25365203619003296,0.09804467111825943,0.2964741587638855,0.12164753675460815,0.12643007934093475,0.2023899406194687,0.21598079800605774,0.1230996623635292
1961,2,I Fall to Pieces,Patsy Cline,Person,Female,"['country', 'nashville sound', 'honky tonk', 'traditional country']",Country,0.27245432138442993,0.1113925576210022,0.18672588467597961,0.15321853756904602,0.42532506585121155,0.35917171835899353,0.11292531341314316,0.15341360867023468,0.05526978150010109,0.10195161402225494
1961,3,Michael,The Highwaymen,Group,Male,"['country', 'outlaw country']",Country,0.22940593957901,0.05028102546930313,0.19433711469173431,0.03843017667531967,0.3150942027568817,0.11576193571090698,0.27123865485191345,0.1179189682006836,0.10443434864282608,0.4648926854133606
1961,4,Crying,Roy Orbison,Person,Male,"['pop', 'pop rock', 'country pop', 'rockabilly', 'rock', 'rock & roll']","Pop,Country,Rock",0.6380434036254883,0.4020948112010956,0.1796729862689972,0.10618875175714493,0.3205019235610962,0.31254497170448303,0.1195463165640831,0.1745227873325348,0.06492633372545242,0.10810595750808716
1961,5,Runaway,Del Shannon,Person,Male,"['psychedelic pop', 'pop', 'pop rock', 'country', 'rock', 'rock & roll']","Pop,Country,Rock",0.3135019540786743,0.8927302956581116,0.23654690384864807,0.37918519973754883,0.372008740901947,0.44879698753356934,0.12602604925632477,0.18452998995780945,0.04991394653916359,0.27081170678138733
1961,6,My True Story,The Jive Five,Group,Male,"['doo-wop', 'rhythm and blues']",Blues,0.7711023688316345,0.12374718487262726,0.24382466077804565,0.14931827783584595,0.4864642024040222,0.25486066937446594,0.1372002214193344,0.13663290441036224,0.06180408224463463,0.10395573079586029
1961,7,Pony Time,Chubby Checker,Person,Male,['rock and roll'],Rock,0.07204116880893707,0.13512027263641357,0.23117783665657043,0.10425348579883575,0.4754020571708679,0.09146149456501007,0.3464967906475067,0.23054681718349457,0.05466460809111595,0.08316083252429962
1961,9,Raindrops,Dee Clark,Person,Male,"['chicago soul', 'doo-wop', 'rhythm and blues']","Blues,Soul/Funk",0.30189573764801025,0.15832889080047607,0.1982465535402298,0.08237054198980331,0.1915232390165329,0.1817977875471115,0.151360422372818,0.3421280086040497,0.05960964784026146,0.37904682755470276
1961,12,Take Good Care of My Baby,Bobby Vee,Person,Male,"['pop music', 'rock and roll']","Pop,Rock",0.8705377578735352,0.23922818899154663,0.2259308397769928,0.04097265750169754,0.6032037734985352,0.15649786591529846,0.1627999246120453,0.10126787424087524,0.08574728667736053,0.09445370733737946
1961,13,Running Scared,Roy Orbison,Person,Male,"['pop', 'pop rock', 'country pop', 'rockabilly', 'rock', 'rock & roll']","Pop,Country,Rock",0.3637025058269501,0.5752058029174805,0.19433988630771637,0.2385932356119156,0.3171270191669464,0.48217862844467163,0.1495944857597351,0.22112740576267242,0.05014852061867714,0.3822219967842102
1961,14,Dedicated to the One I Love,The Shirelles,Group,Female,"['pop', 'pop soul', 'rhythm & blues', 'doo-wop']","Pop,Blues,Soul/Funk",0.8540837168693542,0.09236738085746765,0.2132790982723236,0.03840598464012146,0.5581284761428833,0.1329326033592224,0.18985901772975922,0.09397917240858078,0.2140723466873169,0.07782045751810074
1961,18,Where the Boys Are,Connie Francis,Person,Female,['pop'],Pop,0.8531637787818909,0.05766432359814644,0.1840330809354782,0.03516716510057449,0.49186453223228455,0.10391148924827576,0.27304261922836304,0.10126526653766632,0.11757148802280426,0.12233057618141174
1961,19,Hit the Road Jack,Ray Charles,Person,Male,"['blues', 'jazz', 'soul']","Jazz,Blues,Soul/Funk",0.12033361196517944,0.7372902631759644,0.2678322494029999,0.631417989730835,0.31872332096099854,0.11573829501867294,0.21110066771507263,0.3835599422454834,0.05312187969684601,0.5855057835578918
1961,20,Sad Movies (Make Me Cry),Sue Thompson,Person,Female,"['country music', 'pop music']","Pop,Country",0.2512449622154236,0.39077144861221313,0.3417748510837555,0.08239004015922546,0.2657696306705475,0.15779012441635132,0.18806150555610657,0.3257480561733246,0.07019379734992981,0.24899929761886597
